prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.23494485	-100	-0.28935385	-100	-0.74012136	-100	-0.3065571	-100	-0.5377299	-100	-100	-0.47785634	-0.31367123	-100	-0.66433865	-100	-100	-0.41531447	-100	-0.74759	-0.2903997	-100	-0.33832273	-100	-0.4767127	-100	-0.60318685	-100	-0.28812668	-100	-0.6329293	-100	-0.89496976	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.24449602	-100	-0.30597442	-100	-0.13959439	-100	-0.36712357	-100	-0.26530096	-100	-0.21040489	-100	-0.16320068	-100	-0.35293666	-100	-100	-0.32558438	-0.20794845	-100	-0.25657648	-100	-0.18613268	-100	-0.6469852	-100	-100	-0.5276493	-0.37932584	-100	-0.23653668	-100	-0.59799635	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.20903382	-100	-0.51912886	-100	-0.1974372	-100	-0.16833022	-100	-0.20895103	-100	-0.336524	-100	-0.16995995	-100	-0.15189847	-100	-0.31147593	-100	-0.17191084	-100	-0.32218403	-100	-0.15723084	-100	-0.20245777	-100	-0.41839007	-100	-0.1649537	-100	-0.5641572	-100	-0.25935042	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.24996571	-100	-0.16417111	-100	-0.348031	-100	-0.18997248	-100	-0.15607819	-100	-0.24043563	-100	-0.18970332	-100	-0.15263668	-100	-0.2612169	-100	-0.1955476	-100	-0.19848524	-100	-0.25729048	-100	-0.17904969	-100	-0.17141844	-100	-0.19160973	-100	-0.18465988	-100	-0.6440587	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.29857224	-100	-0.23555727	-100	-0.2708948	-100	-0.22359073	-100	-0.20073316	-100	-0.25521803	-100	-0.17574568	-100	-0.22754724	-100	-0.8075959	-100	-0.1781902	-100	-0.35427508	-100	-0.19692512	-100	-0.22025569	-100	-0.1797871	-100	-0.17956491	-100	-0.29681283	-100	-0.48528475	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.32198876	-100	-0.35107917	-100	-0.2780037	-100	-0.5205796	-100	-0.24910481	-100	-0.33396465	-100	-0.25108343	-100	-0.19527282	-100	-0.3076309	-100	-0.22398661	-100	-0.15933289	-100	-0.15146293	-100	-0.118105106	-100	-0.17003348	-100	-0.15587164	-100	-0.19541664	-100	-0.35140452	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.27767736	-100	-0.3036217	-100	-0.26990956	-100	-0.22193548	-100	-0.1616466	-100	-0.23058152	-100	-0.14790945	-100	-0.11442572	-100	-0.2719791	-100	-0.20429426	-100	-0.25731194	-100	-0.09577875	-100	-0.16747172	-100	-0.13854603	-100	-0.17935228	-100	-100	-0.6364103	-0.32128447	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.19489	-100	-0.15991455	-100	-0.23286828	-100	-0.31181708	-100	-0.33859923	-100	-0.29180196	-100	-0.20631969	-100	-0.20025805	-100	-0.67527014	-100	-0.1970649	-100	-0.21485578	-100	-0.120178066	-100	-0.19708791	-100	-0.19092888	-100	-0.18780899	-100	-0.6526279	-100	-0.22896163	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.17547889	-100	-0.12475561	-100	-0.29864937	-100	-0.22326565	-100	-0.19491608	-100	-0.2033123	-100	-0.19662404	-100	-0.14714958	-100	-0.39806578	-100	-0.15239856	-100	-0.2194234	-100	-0.15686867	-100	-0.2570819	-100	-0.14323431	-100	-0.13343783	-100	-0.18846278	-100	-0.30047262	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.36523822	-100	-0.41675594	-100	-0.5246043	-100	-0.8287282	-100	-100	-0.27306724	-100	-0.33389723	-100	-0.6808956	-100	-0.38777724	-0.5009267	-100	-100	-0.3140138	-100	-0.19505204	-100	-0.584923	-100	-0.5000284	-100	-0.21829963	-100	-0.26361647	-100	-0.88286424	-0.63515097	-100
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.16252255	-100	-0.4681602	-100	-0.2697394	-100	-0.2174772	-100	-0.26637173	-100	-0.75709933	-100	-0.47506768	-100	-0.24074858	-100	-0.16392356	-100	-0.35190696	-100	-0.2809911	-100	-0.3445274	-100	-0.47932616	-100	-0.544285	-100	-0.19127183	-100	-0.41963607	-100	-0.34134498	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.3866244	-100	-0.39260876	-100	-0.32288778	-100	-0.2040541	-100	-100	-0.62821853	-100	-0.5123818	-0.280714	-100	-0.22355033	-100	-0.16576838	-100	-0.6100551	-100	-0.6675725	-100	-0.5269462	-100	-0.778945	-100	-0.61573625	-100	-0.32469076	-100	-0.554426	-100	-0.77874994	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.3241649	-100	-0.30109978	-100	-0.3073706	-100	-0.30025113	-100	-0.3281195	-100	-0.2890479	-100	-0.3094242	-100	-0.3482479	-100	-0.27215672	-100	-0.38453346	-100	-0.68347347	-100	-100	-0.77600765	-0.5738437	-100	-0.5073623	-100	-0.25188932	-100	-0.70595676	-100	-0.7150237	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.35112074	-100	-0.16227056	-100	-0.22686805	-100	-0.2980344	-100	-0.2021343	-100	-100	-0.38095874	-0.6991949	-100	-0.1221153	-100	-0.65041155	-100	-0.5064519	-100	-100	-0.79707396	-0.23304315	-100	-100	-0.6696411	-0.15232289	-100	-0.13367994	-100	-0.2124083	-100	-0.32737455	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.14476553	-100	-0.22097181	-100	-0.33588997	-100	-0.24483258	-100	-0.2581889	-100	-0.44786862	-100	-0.22169136	-100	-0.17527632	-100	-0.19964646	-100	-100	-0.6377491	-0.27137592	-100	-0.2580828	-100	-0.45897564	-100	-0.48671943	-100	-0.14426726	-100	-0.19411625	-100	-0.2360075	-100
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.2909293	-100	-0.16335991	-100	-0.2950981	-100	-0.2443027	-100	-0.20757177	-100	-0.2186885	-100	-0.20853323	-100	-0.20320815	-100	-0.24624091	-100	-0.16389596	-100	-0.20036364	-100	-0.22001614	-100	-100	-0.7791006	-0.5925292	-100	-0.17386883	-100	-0.16704637	-100	-0.20604381	-100
