prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.22540061	-100	-0.3488491	-100	-0.43213573	-100	-0.42955628	-100	-100	-0.7672038	-0.2762701	-100	-100	-0.64109945	-0.77851415	-100	-100	-0.30783644	-0.22824638	-100	-0.22211282	-100	-100	-0.6548085	-100	-0.7858323	-0.8173898	-100	-0.39314055	-100	-0.38917077	-100	-100	-0.16789562
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.12995103	-100	-100	-0.6164294	-0.27667883	-100	-0.7752666	-100	-0.5294526	-100	-0.16178058	-100	-0.5920442	-100	-100	-0.77990675	-100	-0.21154694	-0.1432625	-100	-0.21215765	-100	-0.25297523	-100	-0.75598526	-100	-100	-0.6527744	-0.18383226	-100	-0.35901845	-100	-0.24136558	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.23182587	-100	-0.5748823	-100	-0.2897213	-100	-0.13920185	-100	-0.20465472	-100	-0.21206568	-100	-0.34213343	-100	-0.26358637	-100	-0.63450897	-100	-0.16913551	-100	-0.12061588	-100	-0.32378918	-100	-0.18043949	-100	-0.37928796	-100	-0.12096151	-100	-0.20146884	-100	-0.42105117	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.17517549	-100	-0.39436418	-100	-0.35585943	-100	-0.14650159	-100	-0.41722384	-100	-0.2685094	-100	-0.1975958	-100	-0.21893533	-100	-100	-0.84020895	-0.18145303	-100	-0.3629708	-100	-0.31136802	-100	-0.14921379	-100	-0.20069432	-100	-0.15284348	-100	-0.23914768	-100	-0.4280464	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.23345889	-100	-0.28567258	-100	-0.32036957	-100	-0.20017678	-100	-0.32964072	-100	-0.21379627	-100	-0.28154054	-100	-0.20096815	-100	-0.26563177	-100	-0.20253593	-100	-0.28877106	-100	-0.24628522	-100	-0.15231256	-100	-0.21976593	-100	-0.15364826	-100	-0.22030257	-100	-0.18799628	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.17777267	-100	-0.54191196	-100	-0.23875773	-100	-0.19879241	-100	-0.33714333	-100	-0.2084289	-100	-0.25978205	-100	-0.15808016	-100	-0.3939439	-100	-0.24395104	-100	-0.40795457	-100	-0.20898996	-100	-0.18644765	-100	-0.3528417	-100	-0.25634894	-100	-0.21978636	-100	-100	-0.7844141
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.2089359	-100	-0.1658889	-100	-0.41219184	-100	-0.33234006	-100	-0.40776742	-100	-0.19336362	-100	-0.13806479	-100	-0.24197285	-100	-100	-0.5231695	-0.14704248	-100	-0.22209072	-100	-0.1824986	-100	-0.13917424	-100	-0.12266432	-100	-0.13143821	-100	-100	-0.74752	-0.18975498	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.15354061	-100	-0.13833238	-100	-0.31741557	-100	-0.23796743	-100	-0.20975128	-100	-0.21887827	-100	-0.1229752	-100	-0.16526522	-100	-0.48894003	-100	-0.17333974	-100	-0.18911017	-100	-0.14097157	-100	-0.1967347	-100	-0.17256872	-100	-0.12781925	-100	-0.18052395	-100	-0.3079598	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.116669945	-100	-0.17040299	-100	-0.22563511	-100	-0.17874575	-100	-0.21435876	-100	-0.2819332	-100	-0.16704616	-100	-0.34590653	-100	-0.5399205	-100	-0.15799262	-100	-0.17339991	-100	-0.17109248	-100	-0.23438434	-100	-0.17255044	-100	-0.12621793	-100	-0.20656191	-100	-0.21201013	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.16316693	-100	-100	-0.4733707	-100	-0.45439085	-100	-0.24445888	-100	-0.17048208	-100	-0.19763967	-100	-0.28589413	-100	-0.7324364	-0.24102911	-100	-100	-0.5773394	-100	-0.30401772	-100	-0.7170333	-100	-0.2210562	-100	-0.18177217	-100	-0.18856345	-0.60956264	-100	-0.42489618	-100
